polygon_id,desc_terrain,favor_influences,detr_influences,pct_improved,desirability,occupation,fam_income,pct_foreign,predom_eth,black,pct_black,infiltration,relief_fam,pop_inc,pop_dec,pop_static,predom_build_pct,other1_pct,other2_pct,predom_build_type,other1_type,other2_type,predom_build_constr,other1_constr,other2_constr,predom_build_age,other1_age,other2_age,predom_build_repair,other1_repair,other2_repair,predom_build_pctocc,other1_pctocc,other2_pctocc,predom_build_pctown,other1_pctown,other2_pctown,predom_build_constrpastyr,other1_constrpastyr,other2_constrpastyr,predom_build_1929price,other1_1929price,other2_1929price,price2,predom_build_price2,predom_build_price2pct,other1_price2,other1_price2pct,other2_price2,other2_price2pct,price3,predom_build_price3,predom_build_price3pct,other1_price3,other1_price3pct,other2_price3,other2_price3pct,predom_build_salesdemandlim,other1_demandlim,other2_demandlim,predom_build_salesact,other1_salesact,other2_salesact,predom_build_1929rent,other1_1929rent,other2_1929rent,rent2,predom_build_rent2,predom_build_rent2pct,other1_rent2,other1_rent2pct,other2_rent2,other2_rent2pct,rent3,predom_build_rent3,predom_build_rent3pct,other1_rent3,other1_rent3pct,other2_rent3,other2_rent3pct,predom_build_rentdemandlim,other1_rentdemandlim,other2_rentdemandlim,predom_build_rentact,other1_rentact,other2_rentact,homebuy,homebuild,notes,name,sec_grade,area_num
120,Level,All city conveniences -- proximity to principal business district.,"In Conservancy Tax District; railroad track on east, and industrial plants on north. Old homes.",95,Static,"Skilled mechanics, clerical, business and professional men.",800 - $3000,None,-,None,-,None,Few,-,-,Yes,100,,,2 st. Singles 6-8 R.,,,Frames - Bricks,,,$40,,,Fair,,,95,,,90,,,None,,,4000 - $7000,,,1936,3500 - $6000,86,,,,,1938,3500 - $6000,86,,,,,None,,,None,,,30 - $45,,,1936,25 - $40,85,,,,,1938,25 - $40,85,,,,,40 Good,,,Good,,,Ample,-,Along 4th Street from Vine to Heaton is located some dilapidated properties. Remainder of area typical of old section joining principal business district.,"Hamilton, Ohio",C,5
121,Level,Fairly uniform type of improvement. Transportation to southwest corner of area only. All city conveniences.,"Cemetery Association own property on west. Distance to schools, churches, and business center.",30,Possibly upward.,"Employees of Ford Motor Company; skilled mechanics, clerical.",1200 - $2500,None,,None,,None,None,Slowly,-,-,100,,,1 St. Single 5-6 R.,,,Frame,,,10,,,Good,,,100,,,70,,,5 - $6000,,,5000 - $7000,,,1936,4000 - $6000,83,,,,,1938,4000 - $6000,83,,,,,5000 Fair,,,Poor,,,30 - $45,,,1936,25 - $40,85,,,,,1938,25 - $40,85,,,,,35 Good,,,Good,,,Ample,Ample,"Major portion of undeveloped land in this area owned by one of the banks in the city and they are now pushing its development. Possibility of upward trend in desirability good -- major detrimental influence is distance to schools, churches, and business center.","Hamilton, Ohio",C,6
122,Level,"All city conveniences. Schools, churches, and community business center is in area. Adequate transportation. Close to principal business section.",Western part in Conservancy Tax District. Industrial area and railroad tracks on west and railroad track through eastern part and on south. Cemetery joins on north.,80,Static,"Executives, business, and professional laborers, factory workers, and clerical.",800 up.,4,General,None,-,"Lower grade, very slowly on western side joining industrial plants.",Few,-,-,yes,45,45,10,1 St. Singles 5-6 R.,2 St. Singles 6-8 R.,Large Singles 7-12 R.,Frame,Frame and Brick,Brick,25,25,35,Fair to good,Fair to good,Good,95,95,95,80,80,80,6 - $5500,None,None,4500 - $6500,5000 - $8000,"7000 - $12,000",1936,3750 - $5500,84,4000 - $6000,78,"5000 - $9,000",73,1938,3750 - $5500,84,4000 - $6000,78,"5000 - $9,000",73,5000 Fair,Poor,None,Fair,Poor,None,30 - $50,35 - $55,45 - $60,1936,20 - $40,74,30 - $50,88,40 - $50,86,1938,20 - $40,74,30 - $50,88,40 - $50,86,35 Good,40 Good,50 Good,Good,Good,Fair,Ample,Ample,"Along Dayton Street from 6th to 9th are large expensive old homes on large lots, but on the downward grade since 1913 flood. Campbell Avenue from 7th to Railroad has well kept properties. Northern part of area more recently developed contains small fairly well maintained properties on the average. Southeastern part also contains small well maintained homes on the average. Part of area joining industrial section on west is worst part.","Hamilton, Ohio",C,7
123,Level,"All city conveniences, schools, churches, and business center in area.",Old properties; railroad tracks through area; mixture of population. Major portion in Conservancy Tax District.,95,Static,"Clerical, laborers, industrial workers.",800 - $2000,2,General,None,,None,Few,-,-,Yes,65,35,,2 St. Single 6-7 R.,1 St. Single 4-5 R.,,Frame,Frame,,40,35,,Fair,Fair,,95,95,,50,40,,None,None,,3500 - $5000,3000 - $4000,,1936,3000 - $4500,88,2500 - $3500,85,,,1938,3000 - $4500,88,2500 - $3500,85,,,None,None,,None,None,,25 - $40,20 - $35,,1936,20 - $35,84,15 - $30,81,,,1938,20 - $35,84,15 - $30,81,,,35 Good,25 Good,,Good,Good,,Limited,Limited,"A fairly uniform area of older houses, one and two story; close to principal business district.","Hamilton, Ohio",C,8
124,Level,"Adequate transportation; schools, churches, and community business center; all city conveniences.",Industrial plants join at southwest corner.,65,Static,"Clerical, mechanics in safe plants, and laborers.",800 - $2000,None,-,None,-,None,Few,-,-,Yes,100,,,1 & 2 St. Singles 4-7 R.,,,Frame,,,25,,,Fair,,,95,,,50,,,None,,,3000 - $5000,,,1936,2000 - $4000,74,,,,,1938,2000 - $4000,74,,,,,Poor,,,Poor,,,20 - $35,,,1936,15 - $25,73,,,,,1938,15 - $25,73,,,,,25 Good,,,Good,,,Limited,Limited,"Edison Avenue and Hensley Avenue and Shuler Avenue and Harmon Avenue, the latter two between Edison and Hensley are the best streets -- cheaper part of area is toward eastern side.","Hamilton, Ohio",C,9
125,Level.,All city conveniences -- close to principal business section; churches and stores in area; not far distant to school.,Type of population; in Conservancy Tax District; restricted district in area.,90,Bottom now.,Laborers,500 - $1000,None,-,Yes,90,None,Many,-,-,Yes,100,,,Singles 4-7 R. Cottage type,,,Frame,,,40,,,Poor,,,95,,,30,,,None,,,1500 - $3500,,,1936,1000 - $3000,77,,,,,"1,938",1000 - $3000,77,,,,,None,,,None,,,12 - $25,,,1936,10 - $20,82,,,,,1938,10 - $20,82,,,,,20 Fair,,,Fair,,,None,None,An old section on bank of river occupied by a low grade of Negro population as a whole.,"Hamilton, Ohio",D,1
126,Level.,All city conveniences; joining principal business district; schools and churches in area.,Railroad tracks through area; old properties; some cheaper stores; cheap rooming houses; some cheap saloons in area; many of houses lack bathrooms. In Conservancy Tax District.,100,"At bottom now, from a residential standpoint.","Clerical, cheap mechanics and laborers.",600 - $1500,3,General,Yes,30,None,Many,-,-,Yes,70,30,,2 St. Singles 6-8 R.,1 St. Single 4-5 R. Cottage type,,Frame and Brick,Frame,,40,35,,Poor,Poor,,95,95,,40,30,,None,None,,4000 - $5500,2000 - $4000,,1936,3500 - $5000,89,2000 - $3500,94,,,1938,3500 - $5000,89,2000 - $3500,94,,,None,None,,None,None,,25 - $35,15 - $25,,1936,20 - $30,83,12 - $20,80,,,"$1,938",20 - $30,$83,12 - $20,80,,,25 Fair,15 Fair,,Fair,Fair,,Very limited,Very limited,"An old section joining main business section, containing many cheap rooming houses, mixed population and mixed type of house.","Hamilton, Ohio",D,2
127,Level,"All city conveniences; adequate transportation; schools, churches, and stores in area.",Mixed type of population; age of properties; western part in Conservancy Tax District.,80,Bottom now.,"Cheap laborers, and mechanics.",500 - $1200,None,-,Yes,40,None,Many,-,-,Yes,100,,,"1 & 2 St. Singles, 4-6 Rooms, Cottage Type",,,Frame,,,35,,,Poor,,,95,,,50,,,None,,,1500 - $4000,,,"$1,936",1000 - $3500,77,,,,,1938,1000 - $3500,77,,,,,None,,,None,,,15 - $30,,,1936,10 - $25,75,,,,,1938,10 - $25,75,,,,,25 Fair,,,Fair,,,None,None,"Area of small, old houses on narrow lots with badly mixed type of population.","Hamilton, Ohio",D,3
128,Level,Adequate transportation; all city conveniences; school at east end of area; churches and stores in area.,Industrial plants on west and east; older properties not well maintained; small lots.,90,Static,Cheap mechanics and laborers.,600 - $1500,4,General,No,-,None,Many,-,-,Yes,100,,,Single 4-6 R.,,,Frame,,,35,,,Poor,,,95,,,40,,,None,,,2500- $4000,,,1936,2000 - $3000,78,,,,,1938,2000 - $3000,78,,,,,Poor,,,Poor,,,20 - $30,,,1936,15 - $25,79,,,,,1938,15 - $25,79,,,,,25 Fair,,,Fair,,,Very limited,Very limited,An old area of small cottage type houses built on narrow lots without modern conveniences and not well maintained.,"Hamilton, Ohio",D,4
129,Level,Adequate transportation -- close to business center.,Lacking in utilities -- lower type of population -- industrial plants on west -- Jerry built houses.,40,Static,Factory workers and cheap laborers.,600 - $1000,None,-,None,-,None,Many,-,-,Yes,100,,,Singles 3-5 Rooms,,,Frame,,,15,,,Poor,,,95,,,40,,,None,,,1500 - $3000,,,1936,1000 - $2500,75,,,,,1938,1000 - $2500,75,,,,,None,,,None,,,15 - $25,,,1936,12 - $20,80,,,,,1938,12 - $20,80,,,,,20 Fair,,,Fair,,,None,None,An area of very cheaply constructed houses occupied by a lower grade type of factory laborer.,"Hamilton, Ohio",D,5
175,Level to rolling,N/A,N/A,Less than 1,Downward,N/A,300-500,N/A,N/A,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,These are unimrpoved rural sections practically unliveable and contain less than 10 houses.,"Pittsburgh Addition, Vulcan Heights, Bibb Addition",D,16
179,Rolling,N/A,N/A,Less than 1,Downward,Industrial workers and farmers,200-400,N/A,None,Yes,100,None,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,N/A,N/A,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1938,750-1250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1938,No rentals,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,This is practically undeveloped area containing about 10 negro houses in poor repair.,Tarrant Heights & Booker Wood Heights (outside city limits),D,15
180,Rolling,N/A,N/A,0.5,Downward,N/A,N/A,N/A,None,None,None,A few,N/A,N/A,N/A,Yes,100,N/A,N/A,1 story singles,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1938,500-2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1938,5-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,About 12 houses in this area,Roebuck Highlands (outside city limits),D,13
181,Mostly rolling,N/A,N/A,1,static,Industrial workers and truck farmers,300-500,5,Italians,Yes,95,None,N/A,N/A,N/A,N/A,100,N/A,N/A,1 story singles,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1938,500-1750,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1938,6-13.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,About 50 houses in area.,Zion City and College Highlands (outside city),D,14
182,Level to rolling,"Good street car transportation, schools, churches, parks, playgrounds (fishing in East Lake). Moderately restricted.","Encroachment of business. Southwestern portion of area adversely affected by smoke, dirt and fumes from industrial plants. Heavy traffic. Hospital and sanitorium in area. Vandalism. Advanced age of properties and poor repair condition of some.",80,Static,"Clerical and factory workers, skilled mechanics",600-2000,2,"Italians, Russians and Greeks",Yes,5,None,A few,N/A,N/A,Yes,90,10,N/A,1 story singles,2 story singles,N/A,Frame,Frame,N/A,25,25,N/A,Fair to poor,Fair to poor,N/A,90,85,N/A,30,25,N/A,None,None,N/a,1500-5250,3000-6500,N/A,1936,1000-3500,67,2000-5000,72,N/A,N/A,1938,1000-3500,67,2000-5000,72,N/A,N/A,Fair to poor,Poor,N/A,Poor,Poor,N/A,10-50,25-50,N/A,1936,6-30,60,15-30,60,N/A,N/A,1938,7.50-37.50,75,20-40,80,N/A,N/A,Good to fair,Fair,N/A,Good to fair,Fair,N/A,None,None,Both sales and rental prices in 1929 wre off about 20% from 1926-28 peak. Location of property within this area justifies policy of selling rather tan holding for possible price increase.,"Woodlawn, East Lake & Gate City",D,2
183,Level to hilly,"Close to occupants source of employment. Street car transportation, parks, playgrounds, churches, schools, and community business centers.","Obnoxious odors, smoke, and dirt from industrial plants. Heavy traffic. Vandalism. Difficulty of rental collections. Encroachment of commercial and industrial properties. 50% of streets unpaved.",50,Static,"Clerical and factory workers, skilled mechanics, laborers & domestics",300-2000,2,"Italians, Russians and Greeks",Yes,40,None,Many,N/A,N/A,Yes,98,N/A,N/A,1 story singles,N/A,N/A,Frame,N/A,N/A,25,N/A,N/A,Fair to dilapidated,N/A,N/A,85,N/A,N/A,20,N/A,N/A,None,N/A,N/A,2000-4750,N/A,N/A,1936,1000-3500,62,N/A,N/A,N/A,N/A,1938,1000-3500,62,N/A,N/A,N/A,N/A,Poor,N/A,N/A,Poor,N/A,N/A,8-20,N/A,N/A,1936,5-17.50,61,N/A,N/A,N/A,N/A,1938,6-22.50,75,N/A,N/A,N/A,N/A,Fair,N/A,N/A,Fair to poor,N/A,N/A,None,None,Both sales and rental prices in 1929 were off about 20% from 1926-28 peak. Location of property within area justify policy of selling rather than holding for possible price increase.,"Avondale, Kingston, East Birmingham and poorer sections of Inglenook and Tarrant City",D,4
184,Level to rolling and hilly,"Close to occupants source of employment, good schools, churches, parks, and playgrounds. Northern portion of area outside city limits of Birmingham, and although it is inside city limits of Terrant City, is subject to lower taxation.","Encroachment of business. Fifty percent of streets unpaved. Cheap type of improvements. Fumes, dust, smoke, noises, and dirt from railroad yards, lime quarries, and industrial plants. Slow infiltration of both lower income groups and different racial groups. Proximity to negro D grade property. Vandalism.",50,Downward,"Skilled mechanics, clerical and factory workers",1500-3000,2,"Italians, Russians, and Greeks",None,N/A,See 1-c above,None,N/A,N/A,Yes,98,2,N/A,1 story singles,2 story singles,N/A,Frame,N/A,N/A,20,N/A,N/A,Fair to poor,N/A,N/A,85,N/A,N/A,30,N/A,N/A,None,N/A,N/A,3250-5500,N/A,N/A,1936,1750-3500,59,N/A,N/A,N/A,N/A,1938,2000-4000,68,N/A,N/A,N/A,N/A,Poor,N/A,N/A,Poor,N/A,N/A,25-40,N/A,N/A,1936,15-25,62,N/A,N/A,N/A,N/A,1938,20-30,77,N/A,N/A,N/A,N/A,Good,N/A,N/A,Good to fair,N/A,N/A,Practically none,Practically none,"Both sales and rental prices in 1929 were off about 20% from 1926-28 peak. Real estate activity in area is strictly dependent upon operations of nearby railroad yards and industrial plants, hence is subject to wide fluctuations. Location of property within this area justifies policy of selling rather than holding for possible price increase.","Best portion of Inglenook, Boyles, and Tarrant City (Latter two are seperate municipalities) Both outside city limits",C,7
185,Level to rolling,"Moderate restrictions. Good street car transportation. Good parks (fishing in East Lake), playgrounds, churches, schools, and community business centers. Near municipal gold course. Absence of city's smoke and fumes.",Heavy traffic. Not far from municipal airport and State Reform school for Boys. Sanatarium in area. Slow infiltration of Greeks and Italians.,70,Static,"Business and professional men, clerical workers and skilled mechanics",1500-5000,2,"Italians, Russians, and Greeks",None,N/A,See 1-c above,None,N/A,N/A,Yes,85,15,N/A,1 story singles,2 story singles,N/A,Frame,Frame,N/A,25-30,25-30,N/A,Fair to poor,Fair to poor,N/A,90,90,N/A,30,25,N/A,None,None,N/A,3500-7000,4500-6500,N/A,1936,2000-5000,64,3500-5000,77,N/A,N/a,1938,2000-5000,64,3500-5000,77,N/A,N/A,Fair,Poor,N/A,Fair,Poor,N/A,25-50,35-50,N/A,1936,15-30,60,20-35,64,N/A,N/A,1938,20-35,75,25-40,75,N/A,N/a,Good,Good to fair,N/A,Good,Good to fair,N/A,Very limited,Very limited,"Both sales and rental prices in 1929 were off about 20% from the 1926-28 peak. Location of property in this area justifies the policy of selling rather than holding for possible price increase. In extreme northeast section of area there are about twenty houses around Roebuck Circle which are entitled to a B grade rating. These houses are principally one story brick veneer singles, selling from $500 to $8000 and two story singles selling from $9000 to $12500. Sales and rental prices of these properties not included in above table.",Eastern section of Woodlawn and East Lake and Lakewood Park,C,3
186,Elevated and rolling,"Highly restricted and zoned for residential. Close to Howard College, schools, churches, and community business centes. Good transportation (street car). Away from smoke and fumes of city. Layout of subdivision adds charm and appeal. ",Southwest side of area adjoins vacant D grade negro property.,40,Slightly upward,Business men and clerical workers,2000-5000,N/A,None,None,N/a,None,None,N/A,N/A,Yes,97,3,N/A,1 story single,1-2 story singles,N/A,Brick veneer,Brick veneer,N/A,10,2,N/A,Good,Excellent,N/A,100,100,N/A,85,100,N/A,None,5 ($7500-12000),N/A,7500-12500,None,N/A,1936,5000-7500,64,none,N/A,N/A,N/A,1938,5000-7500,64,7500-12000,N/A,N/A,N/A,Fair,Good,N/A,Fair,Fair,N/A,40-60,No rentals,N/A,1936,30-45,75,No rentals,N/A,N/A,N/A,1938,35-50,80,No rentals,N/A,N/A,N/A,Good,No rentals,N/A,Good,No rentals,N/A,Limited on conservative basis.,Limited on conservative basis.,"Both sales and rental prices in 1929 were off about 20% from the 1926-28 peak. Location of property within this area justifies holding for its value. Were it not for age of properties in this area, the area could be classified as a ""low green"". About 50 houses in area, with room for future expansion.",Howard College Estates,B,9
