polygon_id,name,not_on_form,pop_inc,pop_dec,pop_static,class_occ,pct_foreign,nationalities,pct_black,infiltration,predom_build_pct,other1_pct,predom_build_type,other1_type,predom_build_constr,other1_constr,predom_build_age,other1_age,predom_build_repair,other1_repair,predom_build_occ,other1_occ,predom_build_ownocc,other1_ownocc,predom_build_1935price,other1_1935price,predom_build_1937price,predom_build_1937pctchange,other1_1937price,other1_1937pricepctchange,price3_yr,predom_build_price3,predom_build_price3pctchange,other1_price3,other1_price3pctchange,predom_build_demand,other1_demand,predom_build_pricetrend,other1_pricetrend,predom_build_1935rent,other1_1935rent,predom_build_1937rent,predom_build_1937rentpctchange,other1_1937rent,other1_1937rentpctchange,rent3,predom_build_rent3,predom_build_rent3pctchange,other1_rent3,other1_rent3pctchange,predom_build_rentdemand,other1_rentdemand,predom_build_renttrend,other1_renttrend,newconstr_amt,newconstr_type,newconstr_perform,holc_overhang,inst_overhang,sales_yr,holc_sales,inst_sales,mortgagefunds,no193,taxper1000,desc_terrain,location,sec_grade,area_num,date
7053,"Essex County, New Jersey",E47,,,Yes,"White cellar Est. income $3500-20,000",0,,0,None,100,,1-family 2-2.5 story,,Frame and Brick,,18 yrs,,Good,,98,,80,,6000-18000,,7000-20000,12,,,1939,6000-18000,11,,,6000-14000 Fair,,static,,45-90,,50-100,11,,,1939,50-100,,,,65-75 Good,,Static,,1,"1-family $14,000",,8,10,2,0,10,Plentiful,9,1-1-39,"Completely improved. Terrain is level with numerous shade trees. Ground are fair to large size and well kept. All city facilities are available as well as transportation of all kinds, churches, schools, etc. The area is approx. 95% built up. This is one of the two remaining first class areas for single residences in East Orange, and not likely to change materially for some years. Structures are of good class, varying from those of substantial age and size, which are still occupied by people of considerable means to these which are comparatively now and completely modern. These two remaining first grade areas are small, and in spite of the trend in the city to apartments, there would seem to be sufficient present and future demand for singles residences to justify this rating.",East Orange North Arlington Ave,1st,A-15,1-1-39
7054,"Essex County, New Jersey",E56,,,Yes,Chiefly labor-few white collar Est. income $1000-2500,10,Italian Descent,85,Increasing negro,50,50,1-family 2-2.5-3 story,2 family,Frame,Frame,40 yrs,40 yrs,Poor to bad,Poor to bad,98,98,50,40,2000-6000,3000-5000,2000-6000,14,3000-5000,13,1939,2000-6000,13,3000-6000,11,Nominal,Nominal,Static,Static,22-40,16-39,25-45,13,18-35,15,1939,25-45,,18-35,,30-35 Fair,18 Fair,Static,Static,0,,,4,30,2,0,5,Very Scarce,9,39.00,"Level terrain- all city facilities, good transportation, schools, etc. Land is about 80% improved. This was formerly a very good residential neighborhood. Peak values occurred about 35-40 years ago. Houses are mostly of advanced age and considerable obsolescence and the area today is almost completely negro. These on the whole are fairly good class being in the main domestics, chauffeurs, etc.",East Orange Brick Church,4th,D-12,1-1-39
7055,"Essex County, New Jersey",E46,,,Yes,"White collar, business, executives, etc. Est. income $5000-25000",0,,0,None,100,,1-family 2.5-3 story,,Frame and brick,,20 yrs,,Good,,98,,90,,"10,000-20,000",,"12,500-22,500",17,,,1939,"10,000-20,000",17,,,"10,000-18,000 Slow",,Static,,85-115,,90-125,8,,,1939,90-125,,,,90-125 good,,Static,,0,,,2,25,2,0,0,Good,9,30.00,"Terrain is level with many shade trees. Houses are set well back from the street on good to large size plots which are well landscaped. All city facilities. Good transportation of all kinds, schools, etc. Ample restrictions. Only detriment is possibility of encroaching apartments. This is the best remaining one-family residential area in East Orange. During the past twenty years the city has turned strongly to apartment houses of either good or very high class. However, it would seem that there will be a limited demand for 1st class singles residences for a number of years. This section contains a fair number of older good type for a number of years. This section contains a fair number of older good type houses which are no better than ""C"", but the preponderance is of thoroughly modern structures of substantial size. The area is about 90% improved.",East Orange Woodland Ave. - Brick Church,1st,A-14,1-1-39
7056,"Essex County, New Jersey",E51,,,Yes,"White collar - various Est. income $2000-25,000",0,,0,There are a few negro families on Amherst St.,75,20,1-family 2.5-3 story,2-family,Frame,Frame,40 yrs,40 yrs,Fair to good,Fair,98,98,70,60,4000-12000,7000-10000,4500-14000,16,7500-11000,9,1939,4500-12000,-11,7000-10000,-8,for conversion,Nominal,Static to down,Static,30-100,32-45,35-110,11,35-50,10,1939,35-110,,35-50,,60-65 Good,40-45 Good,Static,Static,0,,,6,25,2,0,0,Fair to best,9,39.00,"Level terrain, all city facilities, good transportation of all kinds, schools etc. Convenient both to Newark and for commuting to New York City. Land at least 95% improved. Formerly a first class single residential area it has lost most of its value for that purpose. The higher price given above for singles is mostly land value for larger plots for construction of apartment houses. About 50% of all dwelling units are in apartments which rent from $10-30 per month. Harrison Street from D.L.  & W. R. R. is practically solid with the high grade apartments renting form $20 to $30 per room. There are likewise numerous ones on Munn Ave., Park Ave., Prospect St., Halsted St, Clinton St., and Washington St. On Maple Ave. (Park Ave. to Springdale) there are some more modern type one ($6000-8000) and two ($7000-10,000) family houses. A small area (D.L & W.R.R south to Main St from Munn to Maple) is solid negro.",East Orange Central,3rd,C-19,1-1-39
7057,"Essex County, New Jersey",E50,,,Yes,"Mixed- white collar- mechanics, etc. Est. income $1800-7500",5,mixed,0,None,70,20,1-family 2-2.5-3 story,2-family,Frame,Frame,20-35 yrs,25 yrs,Fair to good,Fair to good,98,98,65,60,4500-9000,4500-6000,4500-10000,7,5000-6500,10,1939,4500-9000,7,4500-6000,9,5000-6500 slow,nominal,static,static,28-55,18-35,30-60,8,20-40,16,1939,30-60,,20-40,,All type good,All type good,Static,Static,15,1-family at $9500,Slow,24,80,2,0,25,Fair,9,39.00,"Level terrain, all city facilities, good transportation, schools, etc. Land is 90% improved. While of substantial age, and containing some houses of large type this area generally was never better than of fairly modest scale. It has seen its best days and is suffering from advancing ago, encroachment of less desirable elements and some trend to apartments. It is conveniently located and its downward trend will probably be at a slow pace. About 10% of the residential structures in the area of miscellaneous type including a few apartment houses.","East Orange North and Northwest Dodd Town, etc.",3rd,C-18,1-1-39
7058,"Essex County, New Jersey",E150,,,Yes,Mixed labor; Est income $500-1500,40%,Italian descent,40%,"None, many on relief",95%,3%,"1-family, 1.5-2 story",2-family,Frame,Frame,40 yrs,40 yrs,Poor,Poor,98%,98%,50%,50%,$1200-4000,$3000-5000,$1200-4500,10%,$3000-5000,-,1939,$1000-4000,-9%,$2500-4500,-13%,Nominal,Nominal,Static,Static,$15-28,$12-22,$15-30,5%,$12-25,9%,1939,$15-30,-,$12-25,-,$20-30 Good,$15-25 Good,Static,Static,0,-,-,1,10,2,0,3,None,9,$41.40,"Level terrain, all city facilities, good transportation, schools, etc.  Land is approximately 100% improved.  Although not a slum area, this is a very poor area of comparatively small size. Structures are of substantial age and fairly small type. About 2% are in the multiple class. This small area lies partly in Orange and partly in East Orange.",Orange; E. Orange,4th,D10,1-1-39
7059,"Essex County, New Jersey",E48,,,Yes,"White Collar Est. income $3000-20,000 (approx)",0,,0,None,100,,1-family 2-2.5-3 Story,,Frame,,20 yrs,,Good,,98,,80,,6000-18000,,7000-20000,12,,,1939,6000-18000,11,,,6000-10000 slow,,Static,,45-90,,50-100,11,,,1939,50-100,,,,60-75 good,,static,,0,,,1,10,2,0,5,Fair,9,39.00,"All city facilities, good transportation, schools, parks, etc. Level and well wooded terrain. This is still one of the desirable sections for one-family residences, although if anything, slowly going down. Surrounding  neighborhoods are somewhat of a detrimental influences. Houses generally are of good type and intermediate size, although on the whole of fairly substantial age. Percentage of home ownership is high and the class of owners is good. Houses are set on plots from fair to good size, and general degree of maintenance is high.",East orange Park Section (Watsessing),2nd,B-18,1-1-39
7060,"Essex County, New Jersey",E149,,,Yes,Mixed labor Est. income $500-$1500,40,Italian descent,40,None- many on relief.,50,45,1-family 1 1/2 - 2 story,2-family,Frame,Frame,40+ yrs.,40+ yrs.,Poor,Poor,98%,98%,50%,40%,1000-5000,2500-5500,1000-5500,8+,3000-6000,13+,1939,1000-5000,8-,2500-5500,11-,Very poor,Nominal,Static,Static to down,15-35,10-35,15-40,10+,10-40,11+,1939,15-40,-,10-40,-,$15-30 Fair,$10-30 Good,Static,Static,0,-,-,12,40,2,0,8,None- many on relief.,9,41.40,"Terrain is level, all city facilities. Good transportation of all kinds, schools, etc. Land is 100% improved. This has been practically a slum area for years, and is a subject for slum clearance operations. About 5% of the residential structures are tenements, many of which are of the ""cold water"" type. These are rentable at from $10 to $25 per month per flat. The district, while centrally and conveniently located, is one of minimum cost shelter which is why the lower rent ranges show practically no change.",Orange Central,4th,D-9,1-1-39
7061,"Essex County, New Jersey",E147,,,Yes,"White collar Est. income $3000-10,000",0,,Yes,None,75,20,1-family 2-2 1/2-3 story,2-family,"Frame, some brick",Frame,30-40 yrs.,35 yrs.,Fair,Fair,98%,98%,80%,75%,3000-9000,4000-7500,"3000-10,000",8,4500-8000,9,1939,3000-9000,-8,4000-7500,-8,Nominal,Nominal,Static to slowly down,Static to slowly down,18-60,18-40,20-65,9,20-45,12,1939,20-65,-8,20-45,-8,$40-60 Fair,$25-35 Fair,Static,Static,0,-,-,12,90,2,2,50,Fair to poor,9,41.40,"Terrain is level. All city facilities. Land is about 95% improved. Good transportation of all kinds, schools, etc. This is an area of general convenience and fair grade although suffering from age and obsolescence. Property immediately adjacent to the railroad which bisects the section is adversely affected for residential purposes, although the road is electrified. About 5% of the structures containing some 30% of all dwelling units are apartment houses. On small portion of the area- Ogden, Hickory, & Olcott Sts. are negro. Most of the recent sales have been affected by use of B/L shares at discounts.",Orange Cartaret Section,3rd,C-14,1-1-39
7062,"Essex County, New Jersey",E178,,,Yes,"Mixed, white collar & labor Est. income $1000-2500",15,Italian descent,Nom.,Static,65,35,1-family 1 1/2-2-2 1/2 story,2-family,Frame,Frame,25-35 yrs.,25-35 yrs.,Fair to poor,Fair to poor,98%,98%,60%,60%,3000-6000,3500-7500,3500-6500,11,3500-8000,5,1939,3500-6500,-,3500-7500,-4,$4000 Very poor,Nominal,Static,Static,28-45,22-40 per flat,30-50,10,25-45 per flat,13,1939,30-50,-,25-45 per flat,-,$30-45 Fair to good,$25-45 Good,Static,Static,0,-,-,15,60,2,0,15,Fair to poor,9,38.00,"Fairly low and level generally following the base of the mountain. All city facilities, good transportation, schools, etc. Land is approx. 90% improved. This is an old established area which has always accommodated those of modest incomes. It is not by any means completely obsolescent but is of sufficient age and general type to be classed as definitely declining. An important factor in the northern part of the section is the Thomas Edison plant, which when operating full time gives employment to a large portion of the surrounding area. Capacity operations have not been in effect for some time. Minimum priced space and general scarcity has forced comparatively high rentals. There are a few 3 and 4 family structures whose flats rent for from $20-35 per month.",West Orange Valley Section,3rd,C-13,1-1-39
7063,"Essex County, New Jersey",E148,,,Yes,"Mixed, white collar, labor Est. income $1000-5000",25,Italian descent,1,Possible negro infiltration,60,30,1-family 2-2 1/2-3 story,2-family,Frame,Frame,30-40 yrs.,35 yrs.,Fair to poor,Fair to poor,97%,97%,60%,50%,3000-9000,3500-7500,"3000-10,000",8,4000-8000,9,1939,3000-9000,-8,3500-7500,-8,$3500-4500 Very slow,Nominal,Static to slowly down,Static to slowly down,22-60,18-40,25-65,10,20-45,12,1939,25-65,-,20-45,-,All types Good,All types Good,Static,Static,0,-,-,40,100,2,6,40,Poor,9,41.40,"Level terrain, all city facilities, good transportation of all kinds, schools, etc. Land is about 95% improved. This is an area of substantial age and mixed character of dwellings embracing a substantial part of the center of Orange. A number of the older structures are single residences of considerable size which have lost practically all value as such. Certain of these with large grounds would probably bring from $12,000 to $18,000 for land value in the erection of apartments. Many of the smaller structures are of somewhat lesser age and combine to make it a definitely declining area which however is still a convenient place to live for those of modest incomes.",Orange Central Section,3rd,C-15,1-1-39
7064,Essex County,E107,,,Yes,"Mixed, labor, etc. Est. income $500-2500",30,Italian,10,Negroes increasing,100,,1-family 2-2.5 story,,Frame,,25 yrs,,Fair to poor,,98,,50,,3000-6000,,3000-6500,6,,,1939,3000-6000,5,,,4000 Very slow,,Static,,22-45,,25-50,12,,,1939,25-50,,,,35-45 fair,,Static,,0,,,6,40,2,0,8,Nil,9,41.10,"Level land- 75% improved. All city facilities, convenient, good transportation. This is one of the poorest and least desirable portions of Montclair, with no apparent hope of improvement through replacement by business or multiple dwellings. There are very few two-family structures in which flats rent from approx. $35 per month. No recent sales are reported.",Montclair South East,4th,D-20,1-1-39
7065,"Essex County, New Jersey",E104,,,Yes,"Mixed, white collar, labor Est. income $1000-20000",Sub.,Italian,Few,Negro infiltration,95,5,1-family 2-2.5-3 story,2-family,Frame,Frame,35-40 yrs,25-35 yrs,Fair to poor,Fair to poor,98,98,60,60,4000-25000,4000-9000,4000-25000,,4500-9500,8,1939,4000-20000,18,4000-9000,7,5000-15000 Slow,Nominal,Static,Static,32-150,25-45 per flat,35-150,2,25-50,7,1939,35-150,,25-60,,35-125 Good,30-40 Good,Static,Static,2,1-family 12000,Sold,10,50,2,1,10,Fair,9,41.10,"High ground, rising towards mountain-side. Land is approx. 90% improved. All city facilities, all conveniences and excellent transportation of all kinds. Business is tending to encroach. This is a very mixed district. To  a large extent the houses are of substantial size and mainly of advanced age although interspersed with some of more modern type. This is particularly true of Hawthorne; Russell Terrace; Wild Place; Plymouth; and South Fullerton which deserves a ""B"" rating. High St., from High Terrace to Orange Rd., contains about 12 houses of high grade. The balance of the houses in the area are of medium size and substantial age. The section as a whole must be classed as having seen its best days.",Montclair South Side,3rd,C-38,1-1-39
7066,Essex County,E108,,,Yes,Labor Est. Income $500-2000,10,Italians,90,"None, many on relief or WPA",70,30,1-family 1.5-2-2.5 story,2-family,Frame,Frame,40 yrs,40 yrs,Poor,Fair to poor,98,98,30,25,3000-8000,3000-6000,3000-9000,9,3500-6500,11,1939,3000-8000,8,3000-6000,10,4000-5000 Slow,Nominal,Static,Static,22-45,20-45 per flat,25-60,10,20-50,8,1939,25-60,,20-50,,30 fair,20-50 fair,Static,Static,0,,,11,80,2,1,15,None,9,41.10,"Level, rising slightly from Glen Ridge. Land is 100% improved. All city facilities, convenient to everything. Excellent transportation of all kinds. This district houses the greater part of Montclair's large negro population. Most of these are employed locally as domestics, gardeners, chauffeurs, etc. A proposal for slum clearance has recently been defeated on the basis of lack of necessity for such action.",Montclair South Side,4th,D-21,1-1-39
7067,"Essex County, New Jersey",E66,,,Yes,White collar Est. income $3000-8000,0,,0,None,100,,1-family 2-2.5-3 story,,Frame,,20-25 yrs,,Good,,98,,80,,8000-16000,,"9000-17,500",10,,,1939,8000-15000,13,,,10000 Slow,,Static,,65-125,,70-140,10,,,1939,70-140,,,,85-100 Fair,,Static,,0,,,1,15,2,0,0,Good,9,35.30,"Level and fairly high- 100% improved. All city facilities, convenient to everything- excellent transportation of all kinds, including to Newark and New York City. An older, but good section of a very high grade strictly residential town. Houses generally are not set on large lots, and streets and grounds are well wooded. While there are no serious factors threatening to change the general calibre of the neighborhood, the houses, for the most part, are of sufficient age and lack of modernity to affect saleability seriously.",Glen Ridge South Side,2nd,B-35,1-1-39
